video_id,video_timestamp,video_duration,video_locationcreated,suggested_words,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified
7304222961148546350,2023-11-22 4:56:34,126,US,"wildlife animals, animals of tiktok, Wild Animals, Lions, Wildlife, Wild Animals Videos, wild animals of TikTok, Lions Videos, buffalo, Funny Videos Animals",306800,69400,6533,11100000,What a dramatic scene #😂 #animlas #animalsoftiktok #wildanimals #foryou #fyp #wildlifephotography,FALSE,,animals.world992,Animals.world992,,,,,,FALSE
7294441892245277995,2023-10-26 21:20:09,57,US,"war draft prank, draft into war prank, draft prank, pranking my friend she got drafted, fake military draft prank, draft into war prank women, getting drafted prank, woman being drafted for war prank, woman being drafted for war, military draft prank",782800,21800,3933,4800000,Basecamp starts November 8th so wish her luck🪖🤩🇺🇸#fyp #wardraft #prank #wardraftprank #funny #foryoupage #womendraft #womendrafting,FALSE,,thetrigotrio,trigotrio,,,,,,FALSE
7303617806669450529,2023-11-20 13:47:20,24,NL,"fake escalator tutorial, tutorial escalator trick, fake escalator, tutorial fake escalator trick, how to do the fake escalator, fake escalator walk tutorial, how to fake escalator on stair, how to do escalator trick on stairs, how to do fake escalator trick on stairs, escalator trick",4200000,41700,6352,50900000,He really killed it #bobbysmith #fakescalator #escalator #joke #madskills #wow #thatsinteresting #funnyvideo #fyp #viral #blowthisup #fyppp #xyz #meme #talentedguy #pureskill #10000hours #griffrule #lostcomuk,FALSE,,fairlydcent_,FairlyDcent,,,,,,FALSE
7296679616054332703,2023-11-01 22:03:37,12,US,"hey hey you you, Cat Memes, fat cat, petsmeowwoof, Funny Cats, happy happy happy cat, huh cat meme, Cat Funny Videos, Chonky Cat, cats meowing",5800000,250200,46400,65900000,hey hey you you#cats #fyp,FALSE,,petsmeowwoof,Petsmeowwoof,,,,,,FALSE
7300688653309758752,2023-11-12 16:20:44,65,AT,"caseoh, CaseOh PS5 Messages, caseoh funny moments, caseoh games messages on ps5, caseoh breaks character, caseohgames, caseoh marcelo, caseoh laughing, caseohgames funny moments, caseoh 1 by 1 lego",977900,16700,4514,6800000,CaseOh FUNNIEST PS5 Messages Compilation👀😭 #caseoh #caseohgames #ps5messages #caseohclips #caseohfunnymoments,FALSE,,clipz.town2,Clipz Town,,,,,,FALSE
7279419886428884229,2023-09-16 9:47:01,13,ZA,"Family Guy, stewie funny moments, cleveland family guy, stewie, family guy stewie, Stewie Griffin, family guy clips, Family Guy Full Episodes, family guy funny moment, stewie from family guy",756500,12000,1274,6800000,#FAMILYGUY bro didn't even have to say anything else😭 || #comedy #funny #fyp #viral #thankusmfor7k #8k? #billion,FALSE,,tv.clipx,road to 40k!!!💕,,,,,,FALSE
7302229929381448990,2023-11-16 20:01:47,32,US,"Ross Creations, ross creations honk, Harmless Pranks, jesus prank, ross creations beans in computer, funny pranks, scaring people prank, Funny Prank Videos, Sticker Car, funny scare pranks",2100000,81600,4039,15900000,Bumper Sticker Pranks pt 1,FALSE,,creationsross,RossCreations,,,,,,FALSE
7302540991448272160,2023-11-17 16:08:44,0,US,"rizz, Cattok, Cats Of TikTok, cat rizz, Cat Videos, cat tiktok, Kitty Cats Of Tiktok, kitty rizz, kitty videos, Cat Rizz Videos",134400,15500,2066,1100000,ultimate rizz #kitty #rizz #cat #cattok #cattoks,FALSE,,rizzcatg,Rizz Cat,,,,,,FALSE
7299794890991586606,2023-11-10 6:32:40,64,US,"scary tiktok, scariest things caught on camera, scary video, jump scares for you, scary video footage, scary caught on camera, paranormal activity, horror videos, scary things, Paranormal Hauntings Videos",1100000,77600,11000,35800000,Yeah im gone #horror #blowthisup #explore #real #unknown #paranormal #haunted,FALSE,,coinflipenergy,Scary Videos,,,,,,FALSE
7302504463103757610,2023-11-17 13:47:24,0,US,"Ennard, ennard fnaf, scary tiktok, Ennard Wearing Michael, scary things, houses, creepiest things found in people houses, hidden doors in house found, Stair Slide, Ennard Scream",620900,1950,14700,6500000,Make sure you check out the link in bio 🟫#bizarrephotos #photosthatareweird #slideshowmemes #slideshowphoto #coolphotos #realphoto #slideshowtrend #slideshowstory #slideshowsareback #slideshows #slideshow #creepyphotosthatshouldntexist #scarypics,FALSE,,photosthat,Best slides,,,,,,FALSE
7302791368525499690,2023-11-18 8:20:51,95,US,"marmot, marmot screaming, marmot voice overs, marmot gets touched, marmot attack, marmot funny videos, Cute Animals, Marmot Eating, marmota mascota, jual marmot",19200000,941300,231300,284300000,Marmot bathing 😁 #marmot #animals #baby #pet #eating #asmr #bathing #cute #fyp,FALSE,,marmot_qh,Marmot QH,,,,,,FALSE
7302423030947499269,2023-11-17 8:31:04,61,BR,"Funny Cats, Funny Cat Videos, Cat Talking, Cats Meowing, black cats, funny animal videos, funny animals, Cattok, Funny Cats Of TikTok, Funny Cat Clips",605900,19300,1758,6200000,The black cat 😱😂 episode 108 #fyp #foryou #cat #funnycat #funny #pets #catsoftiktok #funnyanimals #funnypets #🤣🤣🤣 #cattok #viral,FALSE,,funnykittensttk,Funny Kittens 😹😻🇺🇲,,,,,,FALSE
7301390643107040555,2023-11-14 13:45:12,84,US,"macarena improv dance, pj turner dance, me too meghan trainor, me too improv dance, meghan trainor, tashinna beckman, Improv, Meghan Trainor Songs, Freestyle, dancing on my own",9300000,321600,81500,104800000,Awesome impro dance to PJ Turner & Tashina Beckmann 🌟 Event: RCS 2017 👞 Dance: West Coast Swing 🎹 Songs: Me Too - Meghan Trainor #wcs #dance #swingdance #socialdance #randompartnerrandomsong #randomsongrandompartner #randomsongandpartner #randompartnerandsong #dancelife #dancing #dancer #ballroomdance #lindyhop #partnerdance #modernswing #westcoastswingmoments #wcswing #swingdancers #ballroom #swing #westcoastswingdancing #bachata #countrydance #socialdancing #swingdancing #dancememes #dancers #randompartnerrandomsong #bavaria,FALSE,,freestyle.dance.l,Freestyle Dance,,,,,,FALSE
7283920770030390535,2023-09-28 12:52:45,14,US,"fantasy dance trend japanese, fantasy meiko nakahara, fantasy meiko nakahara dance, fantasy japanese song dance, fantasy, fantasy meiko nakahara dance velocity, 恋はプリズムのファンタジー, 中原めいこ fantasy, fantasy meiko nakahara dance meme, fantasy dance trend",4300000,394500,13200,26200000,live laugh love cole,FALSE,,kittylover61,cole,,,,,,FALSE
7288544014066797867,2023-10-10 23:53:31,113,US,"the office, the office funny moments, The Office Bloopers, toby the office, office bloopers, why does michael hate toby, michael hating toby, no god please no meme, The Office Best Moments, michael and toby",1500000,11200,2446,12900000,Watch till the end #theoffice #bestmoments #fyp,FALSE,,clip..god,Clip God,,,,,,FALSE
7270883063712779550,2023-08-24 9:40:00,65,US,"family guy offensive jokes, Family Guy, family guy videos, family guy clips, Peter Griffin In Family Guy, Family Guy (1999), Family Guy Funny Moments, Family Guy 1999 Sitcom, griffin - family guy, stewie from family guy",394000,15300,634,3300000,Family Guy Most Offensive Joke Compilation | part 3 #familyguypeter,FALSE,,quyfamilyguypeter,Family guy Peter,,,,,,FALSE
7298816708175858990,2023-11-07 15:16:39,69,US,"cupboard, creepy neighbor, cupboard head, scary tiktok, cupboard scary video, creepy neighbors turn heads fast, scary caught on camera, paranormal activity, scary video, going for a walk and i see my neighbors",3600000,142100,31400,42800000,what would you do #haunted #paranormal #real #unknown #blowthisup #horror #explore,FALSE,,the.horror.show8,The Horror Show,,,,,,FALSE
7280943657711045934,2023-09-20 12:20:05,12,US,"golden retriever, Golden Retriever Puppy, turns around, puppies, puppy dogs, Dog Spinning Around, my dog, Dog Tricks, dogsofttiktok, Puppy Dog Song",2300000,372400,8937,24100000,Had to try this with Emma! Same result as Ellie 😂,FALSE,,elliegoldenlife,Golden Retriever Life,,,,,,TRUE
7290997476868492590,2023-10-17 14:34:06,18,US,"Taylor Swift Concert, taylor swift fans, Taylor Swift, taylor swift memes, Taylor Swift Concert Moments, taylor swift flapping hands, Taylorswifterastour, taylor swift tour, Taylor Swift Tour Moments, Taylor Swift Performing",164300,50000,944,2000000,Taylor Swift fans in a nutshell. FOLLOW FOR MORE FUCKED UP SHIT!!! #meme #memes #darkhumour #funnymeme #darkmeme #taylorswift #taylorswiftconcert,FALSE,,mr_giggles6234,Mr. Giggles,,,,,,FALSE
7289633162953608479,2023-10-13 22:19:55,61,US,"water, water video, Driving, Driving Car Video, water in water video, Water Slide Videos, on ramp water, Cool Under Water Videos, in the pit, Walking On Water",1700000,122600,4130,18200000,Its just a puddle of water dude lol 😂😂😂😂  #fyppppppppppppppppppppppppppppppppppp #fypusa #whatwouldyouhavedone #QuakerPregrain #funnyvideos #xybca #puddles #driving,FALSE,,laughhard__,Laugh Hard,,,,,,FALSE
7287974551881829662,2023-10-09 11:03:36,59,US,"stand up comedy, Comedy Video, target shopping, Standup, shopping, Going To Target, Target, Smallest Target, Shopping Tiktok, Standup Comedy Show",1800000,434300,5455,10300000,Lets go shopping together #joke #target #comedy #funny #indian #iranian #standup #lilspecial,FALSE,,omidsingh,Omid Singh,,,,,,FALSE
7291724096298044715,2023-10-19 13:33:59,7,US,"skeletor, until we meet again meme, skeletor until we meet again, skeletor facts, skeletor memes, until we meet again, remember skeletor, skeletor until we meet again original, until we meet again meme skeleton guy, skeletor mw2",1200000,202900,7675,6300000,,FALSE,,jorelinfamous87,Jorel Infamous,,,,,,FALSE
7294633050904759585,2023-10-27 9:41:53,68,DE,"wife surprises husband with a puppy and he surprises her, Basset Hound, Chocolate Lab, surprise with a puppy, wife surprising her husband part 2 story time, basset hound puppy, Puppy Surprise, wife surprising her husband with puppy, Dog Surprise, puppies",3900000,78600,11300,28800000,#family #surprise #fyp,FALSE,,janneksplace,Janneksplace,,,,,,FALSE
7266505215271046446,2023-08-12 14:31:38,30,US,"Beige Flag, boyfriends beige flag, couple, Couple TikTok, couple video, cute couple, Physical Touch Couple, Cute Couple Moments, couple tiktok trend, Beige Flag Marone",3200000,327100,11300,13400000,the sound effects and all #beigeflag #boyfriend #couples #therapy,FALSE,,mabeldustin,mabeldustin,,,,,,FALSE
7291112689223470379,2023-10-17 22:01:08,0,US,"questions for couples, whos more likely to couple edition, couple quiz questions, quiz for couples, couple questions, couple questions game, 21 questions, who is most likely to couple edition, Would You Rather Questions, couples quiz",336400,32700,1123,5700000,here’s a quick quiz for you and your bae #conversationstarters #romance #loveofmylife #couplesconversations #fypシ,FALSE,,21_questions,21 Questions,,,,,,FALSE
7286605288067648811,2023-10-05 18:30:16,63,US,"perfectly cut minecraft, finn scream, Minecraft Funny Moments, funny minecraft clips, perfectly cut minecraft scream, Herobrine Minecraft, perfectly cut minecraft moments, Minecraft Game, Minecraft Video Game, herobrine",1100000,32500,1538,9000000,Perfectly Minecraft moments #fyp #foryou #foryoupage #minecraft #minecraftmoment #herobrine #mcpe #mcyt,FALSE,,tripzye,Tripzye,,,,,,FALSE
7291050534386044191,2023-10-17 17:59:56,9,US,"disney 100, Tyler From Turning Red, table falling backwards school, Turning Red, original video of the cafeteria table, bro laughed the table fell, laughed so hard the table fell, bro laughed so hard the table fell, lunch table falling, bro laughed so hard he made the table fall",5300000,142300,25000,35900000,Bro laughed so hard the table fell 😂😂😂😂  #fypusa #QuakerPregrain #fyppppppppppppppppppppppppppppppppppp #blowthisuptiktok #xybca #viralmoments #blowthisup #fypppppppppppppp #funnyvideos #funnymoments #prayagedit #whatcanisay #itsthewayyouact #pookienation #pookie #prayag #wholesome #table #cafeteria #lunchroom #recess,FALSE,,laughhard__,Laugh Hard,,,,,,FALSE
7290024685184519455,2023-10-14 23:39:38,212,US,"impractical jokers, sals sister, impractical jokers worst prank, catheter impractical jokers, Impractical Jokers Getting Recognized, james murray, The Impractical Jokers, Impractical Jokers Clips, impractical jokers punishment, Murray",244400,7228,685,2200000,The worst punishment in history 🤣 #impracticaljokers #impracticaljokersclips,FALSE,,hookedcast,Hooked Cast,,,,,,FALSE
7290518317603818785,2023-10-16 7:34:44,6,GB,"what are your intentions with daughter, what are your intentions with my son, funny memes, funny tiktok videos, relatable memes, gaviscon commercial firefighter, burn, relatable tiktok videos, Funny Memes To Watch, heartburn commercial",607200,169800,2120,7100000,They knew exactly what they was doing 🤣🌹 #gaviscon #heartburn #intentions #memes #meme #funnymemes #offensivememes #relatable #relatablecontent #relatablememes #thesigmaking #vforvendettavibes #vibes #vibe #viralmeme,FALSE,,vmemevibes,VMemeVibes,,,,,,FALSE
7266821585951100191,2023-08-13 11:00:29,192,US,"suits bloopers, suits, Suits Movie, Bloopers In Movies, movie bloopers, Bloopers, suits tv show, Bloopers Funny Moments, Suits Funny Moments, Suits Scene",46500,2940,70,541800,Suits bloopers pt. 2🤣🤣#TV #suits #fyp #movies,FALSE,,_clipssz_,CLIPZZZ,,,,,,FALSE
7311737372301970731,2023-12-12 10:55:32,63,US,"things humans never were meant to see, Fish, Spider, Molting, lake in egypt, water, plane takes off, Crab Spider, Flying Plane Videos, Giant Fish",508000,1838,1400,6000000,Things Human We're Never Meant To See 😳 #interesting #fypシ #xyzbca #viral,FALSE,,interestingusa,Our Planet,,,,,,FALSE
7299722819204631809,2023-11-10 1:52:47,22,AU,"funny airport signs, airport pranks, Prank Videos, Airport, funny pranks, Funny Prank Videos, Airport TikTok, Sibling Prank, scare prank, Airport TikTok Trend",239200,4220,602,3900000,Replying to @king167396 Airport pranks part 3 | What should my next sign say? #fifo #airportsignprank #fyp #ldr,FALSE,,solemate.studios,Adelaide Wedding Photographer,,,,,,FALSE
7314505435715783967,2023-12-19 21:57:03,26,SA,"funny video, funny tiktok videos, Funny Moments Video, Funny Fails Video, Funny Caught On Camera, Comedy Video, Funny Video To Watch, thailand, funny tiktok videos to watch, funny acts caught on camera",189700,13800,1212,3500000,be careful 😂😂😂😂😂😂😂😂 #funnyvideos #funnyvideo #funny #unfrezzmyaccount #fypシ゚viral #fypシ #fyp #foryou,FALSE,,jutt.mp4,𝕆ℕ 𝔽𝕀ℝ𝔼 🔥,,,,,,FALSE
7309069002398108970,2023-12-05 6:20:57,69,US,"take me to church, amen take me to church, rizz, biblical rizz, rizz text messages, amen song, bible rizz, texting rizz, rizz pickuplines, Minecraft Parkour",1200000,6605,4016,8500000,Biblical Rizz 😭🙏 #text #texts #textingstory #textingstories #minecraftparkour,FALSE,,dailydoseoftext,Daily Texts,,,,,,FALSE
7296989968516451617,2023-11-02 18:07:56,6,NL,"Couple Comedy, couples tiktok videos, couple, Couples Comedy Videos, Couple TikTok, Couples Of TikTok, Relationship TikTok, relationship, Cute Couple, Cute Couple Moments",754700,45600,2756,6800000,Why do pretty girls have stomach problems??  #fyp #stomach #stomachproblems #funny #relatable #girlfriendsbelike #couple #couplecomedy #relationships #relationshipproblems,FALSE,,arwinclara,Arwin & Clara,,,,,,FALSE
7314415880463584543,2023-12-19 16:09:36,7,US,"memecut, funny memes, Look At That Cat Meme, Meme Animation Edits, Memes Compilations, Animation Meme, funny meme trends, Funny Memes To Watch, I'm At A Loss Meme, Phone Buzzing Meme",464500,27700,2265,2600000,#MemeCut #Meme #MemeCut,FALSE,,cecile.1405,Ava🍃,,,,,,FALSE
7314845670551113003,2023-12-20 19:57:14,17,US,"coquette, coquette aesthetic, Studytok, study aesthetic, Study TikTok, Studying For College Exam, coquette room, College Student Essentials, Pink Coquette, Study Aesthetic Romanticizing",447000,3851,1592,3900000,i in fact did not resubmit Oops #coquetteaesthetic #studytok #exams #assignments #betterlucknexttime #college,FALSE,,vanityyrouge,emilie widjaja,,,,,,FALSE
7305193859053653278,2023-11-24 19:43:21,57,US,"salt spoon prank, salt prank, salt in food prank, Funny Prank Videos, funny prank, salt spoon prank on dad, Spoons, smelling salt reactions, smelling salt, wife scares husband pranks",418300,31500,6044,7100000,The End 🤣🤣 #funny #funnyvideos #animals #dog #cat #pet #viarl #foryou #fyp (82),FALSE,,_tho_bay_mau_,Funny 🥰😍,,,,,,FALSE
7314379179955473695,2023-12-19 13:47:06,15,US,"booktok, Book Readings, Book TikTok, Books Of TikTok, Book Page, Dark Romance Book, Fantasy Romance Book, Book To Read, Fantasy Books, book pages detailed",391300,20200,1669,2400000,#booktok #reading #smut,FALSE,,simplysarah1313,Sarah,,,,,,FALSE
7314157735694585130,2023-12-18 23:27:43,48,US,"Golden Retriever Puppy, golden retrievers, How To Introduce Kitty To A Dog, puppies, Introducing Cat To Dog, Cat And Dog, Dog And Cat Friendship, Dog Raised By Cat, Puppy And Cat, Introducing Kitten To Dog",5000000,53900,12000,33300000,Dave isnt quite too sure about the new pup,FALSE,,sunnyanddave,Logan Petty,,,,,,FALSE
7304038467120516394,2023-11-21 17:00:00,29,US,"cat tree, Foster Kittens, Cat Tower For Kittens, kittens of tiktok, Cats Of Tiktok, Cat Videos, Cattok, Kitten Videos, Foster And Cat, Getting A Kitten",14900,218,100,277600,From a cat in the streets to the Queen of the Castle,FALSE,,brieraefit,Brieraefit,,,,,,FALSE
7314059461860085034,2023-12-18 17:06:18,54,US,"Stand Up Comedy, standup, new york city, Comedy NYC, new york, comedian, stand up performance, nyc city, Nyc, new york tiktok",7193,258,56,82900,I’m being 100% serious. Get angry. #nyc #newyork #newyorkcity #pride #jokes #humor #standup #standupcomedy #comedy #comedian #lol #fyp #comedyvideo #funny,FALSE,,geoffreyatm,Geoffrey Asmus,,,,,,FALSE
7299862398335241504,2023-11-10 10:54:27,66,DE,"most liked tiktok ever, what the f amigo, xray minecraft, using xray in minecraft, first time using xray minecraft, minecraft to go, Minecraft, video with the most likes, Minecraft Memes, The Most Liked TikTok Video",534800,1473,504,4500000,Guys you so crazy #minecraft #minecraftmemes credits: @? #herobrine #foryou #fyp #fy #challenge #viral #minecraftfacts #foryoupage #crazy #dream #funny #pablo #diy #pov #minecrafttogo,FALSE,,minecraft.to.go,Minecraft to go,,,,,,FALSE
7309226673138830638,2023-12-05 16:32:44,69,US,"just say you don't love me, couple, couples video, Couple TikTok, Couples Of TikTok, girl logic, Couple Goals, Couple Relationship Goals, pov you have a latina gf, Couples Aesthetic",1100000,21200,5599,7300000,Yall heard of girl math? This is girl logic 🙏 #couple #couplegoals #funny #fyp #toxic #gaelandale #justsayyoudontloveme,FALSE,,gaelandale,Gael and Ale,,,,,,FALSE
7309615264239291691,2023-12-06 17:40:44,0,US,"funny signs, funny signs slideshow, scary signs on roads, unsettling signs swipe, hilarious signs, signs slideshow, scary signs on roads slideshow, best signs ever, funny road signs, funny signs on roads",2800000,26600,10200,16000000,the best signs ever #hilarious #signs #cool,FALSE,,rand0mblackdud3,earlyman,,,,,,FALSE
7313989912074947886,2023-12-18 12:36:30,57,US,"Comedy Stand Up, standup, stand up performance, comedian, Stand-Up Comedian Performances, Standup Comedy Show, margie the magic bus, Stand Up Comedian Heckler, Matt Rife Stand Up Comedy, Margie Marge",332200,4671,827,2400000,Margie #standup #comedy #funny #jokes #crowdwork #standupcomedy #comedian #fyp #jeffarcuri,FALSE,,jeffarcuri,Jeff Arcuri,,,,,,FALSE
7311429882536348971,2023-12-11 15:02:24,13,US,"christmas games, christmas, grinch, McDonald’s, christmas dinner ideas, Ai Filter, christmas desserts, Christmas Cookies, family christmas games, the grinch",144700,1039,2518,8000000,Christmas is here. #fyp #christmas #itsthemostwonderfultimeoftheyear #dangglesdidit #mcdonalds,FALSE,,dangglesdid.it,Danggles DID”it,,,,,,FALSE
7298783794662853930,2023-11-07 13:09:00,7,US,"fake knife, fake knife prank, Cat Meowing, Do Not The Cat, fake knife prank on pet, Fat Cat, Cat Videos, Meowing Cat Sound, Please Do Not The Cat, funny cats",8300000,229700,45700,58600000,#cat #pet #catsoftiktok #коты,FALSE,,pearlmycat,BigCatcute,,,,,,FALSE
7310346445855395118,2023-12-08 16:58:03,13,US,"pokemon filters, Pokemon, game filters, filters on tiktok, Games On TikTok Filters, Pokemon Ranking Filter, number puzzle filter, Pokémon Team Filter, Ditto Pokemon, Card Pokemon",7744,58,200,661300,They did me dirty! #pokemon #tiktok #reaction #react #filter,FALSE,,hungriipanda,🐼,,,,,,FALSE
7324773633413352735,2024-01-16 14:03:20,14,US,"little boy in the snow song, baby talking in snow, baby talking in snow remix dj kleb, baby in snow, baby talking in snow remix, baby babbling, baby talking in snow remix amapiano, baby language, baby shower, seeing snow for the first time",5000000,267100,102500,41200000,her first snow!!!!    #babies #fyp #herbertskids @sharna Jones,FALSE,,sharscott,Shar Scott,,,,,,FALSE
7324832344383245611,2024-01-16 17:50:45,6,US,"Running Vest, jacket, Jacket Outfits, Jacket Recommendation, running outfits, Fashion Jackets, winter jacket, jacket style outfit, Jackets For Winter, Jackets Outfit Ideas",7263,24,15,249900,So light & comfortable 🫶🏽🤍❄️ #fyp,FALSE,,hokulvni_,Hokulani,,,,,,FALSE
7324422551969549610,2024-01-15 15:20:33,64,US,"Dachshunds, Dachshunds Of TikTok, dog of tiktok, Dachshund Dogs, Dog Videos, Dogtok, Day In A Life As A Dog, Dog Walking, Cute Dachshund, dewey",25600,1100,113,181300,A day in the life of a dog who hates walks #grwm #dachshundsoftiktok #dog #deweythedox,FALSE,,deweythedox,DeweyTheDox,,,,,,FALSE
7321446117185490207,2024-01-07 14:50:48,15,US,"Puffer Jacket, jacket, jersey puffer jacket, Puffer Jacket Outfit, puffer jacket nfl, Jacket Outfits, Jersey Outfits, Designer Outfit, Fashion Jackets, fashion designer",178600,1908,1808,3500000,Introducing the jersey puffer jacket! I made this puffer coat completely out of jerseys! Would you wear this to a game?! #nfl #49ers #designer #reworkedclothes #gamedayoutfit #pufferjacket,FALSE,,kristinjuszczyk,Kristin Juszczyk,,,,,,FALSE
7323723791312489770,2024-01-13 18:09:16,73,US,"i think this little life, i think i like little, i think i like little life prank kids, i think i like this little life scaring, i think i like little life song, i think this little life scream, i think i like little life baby, i think i like this little life baby, i think this little life trend, little life song",4800000,38800,29100,41700000,I think he likes his little life ❣️#boymom #gtubebaby #fyp #ithinkilikethislittlelife #momoftiktok #toddlerlife #tracheostomy,FALSE,,savannahcbravo,Savannah,,,,,,FALSE